Thu Mar 12 16:09:19 +0000 2020	1238134990392745984	1238134990392745984	Check out this animated documentary video we did for Delta state government on plastic bottle pollution… https://t.co/KW7deLeKhL	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '0008cb6457ff0b55', 'url': 'https://api.twitter.com/1.1/geo/id/0008cb6457ff0b55.json', 'place_type': 'city', 'name': 'Port Harcourt', 'full_name': 'Port Harcourt, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.938066, 4.73377], [6.938066, 4.91549], [7.124485, 4.91549], [7.124485, 4.73377]]]}, 'attributes': {}}	None	702774273	702774273	kennysoft STUDIOs	KennysoftSTUDIO	Port Harcourt,Rivers State	A video and Animation company with expertize in VIDEO PRODUCTION (Music, Tv commercial, Promotional) I ANIMATION (2D/3D) l MOTION GRAPHICS I VISUAL EFFECT	0008cb6457ff0b55	https://api.twitter.com/1.1/geo/id/0008cb6457ff0b55.json	city	Port Harcourt	Port Harcourt, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.938066, 4.73377], [6.938066, 4.91549], [7.124485, 4.91549], [7.124485, 4.73377]]]	NULL	NULL	NULL	NULL	en
Thu Mar 12 14:11:27 +0000 2020	1238105324982358017	1238105324982358017	There is nothing more rare, nor more beautiful, than a woman being unapologetically herself💪; comfortable in her pe… https://t.co/IqSq3F4OyR	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00c822476a63c75b', 'url': 'https://api.twitter.com/1.1/geo/id/00c822476a63c75b.json', 'place_type': 'admin', 'name': 'Kwara', 'full_name': 'Kwara, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.728688, 7.986275], [2.728688, 10.183794], [6.216532, 10.183794], [6.216532, 7.986275]]]}, 'attributes': {}}	None	1053315246125920258	1053315246125920258	iamHarofh💖	pwencess_harofh	Ilorin, Nigeria	QUEEN👑Muslimah🧕Historian🎓Fashion designer🧵Modest Model💃👑👑👑	00c822476a63c75b	https://api.twitter.com/1.1/geo/id/00c822476a63c75b.json	admin	Kwara	Kwara, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.728688, 7.986275], [2.728688, 10.183794], [6.216532, 10.183794], [6.216532, 7.986275]]]	NULL	NULL	NULL	NULL	en
Thu Mar 12 11:36:23 +0000 2020	1238066303396610049	1238066303396610049	When that which seems to matter(travel, business, networking, holidays, multiple visa) does not really matter. Choo… https://t.co/7FcMkZzPR3	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	203202546	203202546	Deji Vak	Vak1626	Global	Specialist Obstetrician&Gynecologist¶Emergency Care Physician ¶. CEO Move the World and Neorhema Group¶An advocate of egalitarianism¶Lover of nature»»»	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
Thu Mar 12 10:41:47 +0000 2020	1238052564500971521	1238052564500971521	what's going on here? #CoronavirusPandemic #CoronaVirusUpdate #COVID19 #Covid_19 #coronavirus #Corona #COVID19Lagos… https://t.co/D3x2IYtkYX	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00611f1548c7bdef', 'url': 'https://api.twitter.com/1.1/geo/id/00611f1548c7bdef.json', 'place_type': 'city', 'name': 'Kano', 'full_name': 'Kano, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[8.447599, 11.929633], [8.447599, 12.080367], [8.607335, 12.080367], [8.607335, 11.929633]]]}, 'attributes': {}}	None	978947594260045824	978947594260045824	Cuga empire	cuga_empire	None	None	00611f1548c7bdef	https://api.twitter.com/1.1/geo/id/00611f1548c7bdef.json	city	Kano	Kano, Nigeria	NG	Nigeria	NULL	Polygon	[[[8.447599, 11.929633], [8.447599, 12.080367], [8.607335, 12.080367], [8.607335, 11.929633]]]	NULL	NULL	NULL	NULL	en
Thu Mar 12 08:50:19 +0000 2020	1238024511368376320	1238024511368376320	If the Coronavirus doesn't take you Out, can I??🤔 #CoronavirusPandemic #COVID19 #CoronaVirusUpdate #Covid_19… https://t.co/DsFOInRO3q	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01b68e946ba11520', 'url': 'https://api.twitter.com/1.1/geo/id/01b68e946ba11520.json', 'place_type': 'city', 'name': 'Birnin-Kebbi', 'full_name': 'Birnin-Kebbi, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.167676, 12.425955], [4.167676, 12.476491], [4.236657, 12.476491], [4.236657, 12.425955]]]}, 'attributes': {}}	None	1671958352	1671958352	Mayor of Gusau👑	iamKingMustee	Nigeria	Yσυ αяє ησt Rι¢н UηtιĻ уσυ ¢αη ƒĻу ση α Pяιναtє Jєt ωιtнOυt Pσѕтιηg α Pι¢tυяє💯 #K𝓲𝓷𝓰👑 #𝕺𝖗𝖊𝖆𝖒Çh𝖆𝖘𝖊𝖗🤴🏾®™   #R.i.P_Mum💗🤲 #ForeveInOurHearts💘	01b68e946ba11520	https://api.twitter.com/1.1/geo/id/01b68e946ba11520.json	city	Birnin-Kebbi	Birnin-Kebbi, Nigeria	NG	Nigeria	NULL	Polygon	[[[4.167676, 12.425955], [4.167676, 12.476491], [4.236657, 12.476491], [4.236657, 12.425955]]]	NULL	NULL	NULL	NULL	en
Wed Mar 04 16:44:09 +0000 2020	1235244652065943552	1235244652065943552	In any case, if you have fever, cough and difficulty breathing seek medical care early to reduce the risk of develo… https://t.co/WT0DCWosY8	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	1235243232935792642	1235243232935792642	53980699	53980699	Agali_GCFR	None	None	{'id': '0008cb6457ff0b55', 'url': 'https://api.twitter.com/1.1/geo/id/0008cb6457ff0b55.json', 'place_type': 'city', 'name': 'Port Harcourt', 'full_name': 'Port Harcourt, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.938066, 4.73377], [6.938066, 4.91549], [7.124485, 4.91549], [7.124485, 4.73377]]]}, 'attributes': {}}	None	53980699	53980699	HRT™ Anifowose 🇳🇬 (💔 20-10-2020💔)	Agali_GCFR	Nigeria	GCFR - Good Citizen of the Federal Republic (of 🇳🇬).If you don't like me, it's because I don't want you to.HODOPHILE ~ SON ~ BROTHER ~ HUSBAND ~ FATHER	0008cb6457ff0b55	https://api.twitter.com/1.1/geo/id/0008cb6457ff0b55.json	city	Port Harcourt	Port Harcourt, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.938066, 4.73377], [6.938066, 4.91549], [7.124485, 4.91549], [7.124485, 4.73377]]]	NULL	NULL	NULL	NULL	en
Wed Mar 04 13:59:36 +0000 2020	1235203239894802434	1235203239894802434	For inquiries and sponsorship 📧 dynamiccomedy8@gmail.com#CoronaOutbreak #Coronavirusflorida #Coronavirusnyc… https://t.co/XhYklgFhyx	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '59b27337f38d658b', 'url': 'https://api.twitter.com/1.1/geo/id/59b27337f38d658b.json', 'place_type': 'country', 'name': 'Nigeria', 'full_name': 'Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.665436, 4.197406], [2.665436, 13.888115], [14.677795, 13.888115], [14.677795, 4.197406]]]}, 'attributes': {}}	None	1020616310	1020616310	Golden Tv Africa	goldentvafrica	Imo, Nigeria	welcome to Golden TV Africa. Here we give you back to back Entertainment gist . you can check us out on YouTube/Facebook/IG @GoldenTvAfrica	59b27337f38d658b	https://api.twitter.com/1.1/geo/id/59b27337f38d658b.json	country	Nigeria	Nigeria	NG	Nigeria	NULL	Polygon	[[[2.665436, 4.197406], [2.665436, 13.888115], [14.677795, 13.888115], [14.677795, 4.197406]]]	NULL	NULL	NULL	NULL	en
Wed Mar 04 07:04:31 +0000 2020	1235098782674509824	1235098782674509824	Over 70 Countries Confirm Cases Of Coronavirus Diseasehttps://t.co/3W3LxyFPfL#Covid_19 #MaxBreakfast… https://t.co/59Kz8C8IHe	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '59b27337f38d658b', 'url': 'https://api.twitter.com/1.1/geo/id/59b27337f38d658b.json', 'place_type': 'country', 'name': 'Nigeria', 'full_name': 'Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.665436, 4.197406], [2.665436, 13.888115], [14.677795, 13.888115], [14.677795, 4.197406]]]}, 'attributes': {}}	None	719934970354081792	719934970354081792	Naijaloveinfo	naijaloveinfo	Nigeria	Naijaloveinfo... Truly for everyone. Online News, Videos, Online Advert & Social Media; Phone: +2349012623404; Email: naijaloveinfo@gmail.com#Naijaloveinfo	59b27337f38d658b	https://api.twitter.com/1.1/geo/id/59b27337f38d658b.json	country	Nigeria	Nigeria	NG	Nigeria	NULL	Polygon	[[[2.665436, 4.197406], [2.665436, 13.888115], [14.677795, 13.888115], [14.677795, 4.197406]]]	NULL	NULL	NULL	NULL	en
Wed Mar 04 06:45:06 +0000 2020	1235093897270816768	1235093897270816768	Good morning. Morning tea for y'all Beat available for sale.#mmmizzy #CHELIV #Dialo #FACup #sjava… https://t.co/eZYJPM2zwg	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	2337542247	2337542247	Mm Mizzy for d Raba	Mm_mizzy	New York, NY	A Music producer and A music Artist. book marcusmicheal19@gmail.com	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Wed Mar 04 06:06:57 +0000 2020	1235084296404205569	1235084296404205569	Beat available for sale @davido @wizkidayo @olamide_YBNL @DONJAZZY @officialnairam1 Good morning. Morning tea for… https://t.co/UmSBiyWoPL	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	2337542247	2337542247	Mm Mizzy for d Raba	Mm_mizzy	New York, NY	A Music producer and A music Artist. book marcusmicheal19@gmail.com	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Wed Mar 04 06:01:38 +0000 2020	1235082956122681344	1235082956122681344	Good morning. Morning tea for y'all Beat available for sale.#mmmizzy #CHELIV #Dialo #FACup #DarkMode… https://t.co/wo8CFpNinn	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	2337542247	2337542247	Mm Mizzy for d Raba	Mm_mizzy	New York, NY	A Music producer and A music Artist. book marcusmicheal19@gmail.com	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 21:57:23 +0000 2020	1234961092226486272	1234961092226486272	formerly when people sneeze we say "Bless you" now when you sneeze you get this "I cover myself with the blood of J… https://t.co/IOnBbsrAdv	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	4442074523	4442074523	moks	mokschuks	None	Digital Marketing and Sales Agent	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 18:16:25 +0000 2020	1234905485012340742	1234905485012340742	This Eforiro needs no Introduction😋🤤🤤Gather here with your swallow let's chow😋🤤🤤Good evening my peopleWe don' ca… https://t.co/tWvbSrrNp1	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '005dbe7e6949db42', 'url': 'https://api.twitter.com/1.1/geo/id/005dbe7e6949db42.json', 'place_type': 'city', 'name': 'Benin-City', 'full_name': 'Benin-City, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[5.553295, 6.244509], [5.553295, 6.4254], [5.729281, 6.4254], [5.729281, 6.244509]]]}, 'attributes': {}}	None	1233773309604618241	1233773309604618241	Bee_Kitchen. ng	kitchen_bee	None	👩‍🍳BESPOKEN CATERING SERVICE👩‍🍳FOOD DELIVERY SERVICES👩‍🍳BULK FOOD ORDERS👩‍🍳LUNCH PACKS👩‍🍳FAMILY MEAL BOWLSContact 09066865355Benin city	005dbe7e6949db42	https://api.twitter.com/1.1/geo/id/005dbe7e6949db42.json	city	Benin-City	Benin-City, Nigeria	NG	Nigeria	NULL	Polygon	[[[5.553295, 6.244509], [5.553295, 6.4254], [5.729281, 6.4254], [5.729281, 6.244509]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 15:48:39 +0000 2020	1234868298707329024	1234868298707329024	All these packages we are receiving from AliExpress through our local PostOffice for goods bought from China and ot… https://t.co/e34yoZ8Aja	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00611f1548c7bdef', 'url': 'https://api.twitter.com/1.1/geo/id/00611f1548c7bdef.json', 'place_type': 'city', 'name': 'Kano', 'full_name': 'Kano, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[8.447599, 11.929633], [8.447599, 12.080367], [8.607335, 12.080367], [8.607335, 11.929633]]]}, 'attributes': {}}	None	189485436	189485436	☆Hamza Jibril☆	hamxahbj	Kano, Nigeria	Happy Husband R❣️	00611f1548c7bdef	https://api.twitter.com/1.1/geo/id/00611f1548c7bdef.json	city	Kano	Kano, Nigeria	NG	Nigeria	NULL	Polygon	[[[8.447599, 11.929633], [8.447599, 12.080367], [8.607335, 12.080367], [8.607335, 11.929633]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 11:07:42 +0000 2020	1234797594024562689	1234797594024562689	Spread facts not fear!Be sure of the proper prevention measuresSend CORONAVIRUS to 24453Wash your hands regula… https://t.co/JTU6uMQiSx	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '011a942e0a0e8fb2', 'url': 'https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', 'place_type': 'admin', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]}, 'attributes': {}}	None	2475551496	2475551496	UreportNigeria	UreportNigeria	Nigeria	U-report is a free SMS tool for community participation, designed to address issues that the population cares about.Text JOIN to 24453 to sign up. Join Today!	011a942e0a0e8fb2	https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json	admin	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 11:01:09 +0000 2020	1234795945507901440	1234795945507901440	It's #WorldWildlifeDay.From the #CoronaOutbreak, it's evident that the health of wildlife has a profound impact u… https://t.co/BckNr3n0Wn	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01ed1f9a43bfb9bd', 'url': 'https://api.twitter.com/1.1/geo/id/01ed1f9a43bfb9bd.json', 'place_type': 'city', 'name': 'Victoria Island', 'full_name': 'Victoria Island, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]}, 'attributes': {}}	None	1162378074530504704	1162378074530504704	reQuid	requidapp	Victoria Island, Nigeria	reQuid is a technology platform that provides investors (individuals & businesses) access to aggregated investment opportunities across Africa.	01ed1f9a43bfb9bd	https://api.twitter.com/1.1/geo/id/01ed1f9a43bfb9bd.json	city	Victoria Island	Victoria Island, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 10:25:26 +0000 2020	1234786956560805890	1234786956560805890	@FmohnigeriaWhat's the name of the Italian Citizen that tested Positive to Coronavirus in NigeriaOr has the man n… https://t.co/maSxSBYGrm	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	346680340	346680340	Fmohnigeria	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	2928399401	2928399401	Comradeˢᵀ - #HardTruth	iAGB4REAL	Federal Capital Territory, Nig	♦️Political & Human Rights Activist. ♦️Strategic analyst.🔱-  Unapologetically #Titan	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 09:32:33 +0000 2020	1234773648046743555	1234773648046743555	Coronavirus: South Korea cases approach 5,000, Declares war on #Coronavirus, Death toll reaches 28.… https://t.co/QdqIZi7AHr	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	1084221980830769154	1084221980830769154	Jerryfrankson JF	JerryfranksonJF	Abuja, Nigeria	Mobile Apps Development, Entrepreneur Articles, Business Tips, Interesting Contents/Videos, and Worldwide News Close to You. http://Jerryfrankson.com	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 09:15:19 +0000 2020	1234769311669026816	1234769311669026816	Naxo I dey grt ppl now no blame me.#CoronaOutbreak #CoronaVirusUpdate #coronavirus https://t.co/eN2ibzLGX0	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01ca6d740243aa31', 'url': 'https://api.twitter.com/1.1/geo/id/01ca6d740243aa31.json', 'place_type': 'admin', 'name': 'Rivers', 'full_name': 'Rivers, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.351687, 4.317612], [6.351687, 5.727583], [7.595789, 5.727583], [7.595789, 4.317612]]]}, 'attributes': {}}	None	725698843820593152	725698843820593152	jhonex007 ⚽ 🦅 💡 ❤️	007_jhonex	Nigeria	lot's of love I gat for u all, try me nd c.....#reddevil#ifb#manchesterunited#CR7	01ca6d740243aa31	https://api.twitter.com/1.1/geo/id/01ca6d740243aa31.json	admin	Rivers	Rivers, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.351687, 4.317612], [6.351687, 5.727583], [7.595789, 5.727583], [7.595789, 4.317612]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 09:03:32 +0000 2020	1234766348376584193	1234766348376584193	Corona is not airborneCorona is not airborneCorona is not airborneCorona is not airborneCorona is not airborne… https://t.co/TbK3QVGZLb	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01ed1f9a43bfb9bd', 'url': 'https://api.twitter.com/1.1/geo/id/01ed1f9a43bfb9bd.json', 'place_type': 'city', 'name': 'Victoria Island', 'full_name': 'Victoria Island, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]}, 'attributes': {}}	None	1096470408	1096470408	Mannie’s Footware 📦 👟	Manniesfootware	On Earth... Sometimes☺	Sneakers Plug 🔌 👟 #sneakersgod #manniesfootware Nationwide Deliveries 📦 check my IG page in the link below 😊 for more.. Turn on Post Notification 😊 ❤️	01ed1f9a43bfb9bd	https://api.twitter.com/1.1/geo/id/01ed1f9a43bfb9bd.json	city	Victoria Island	Victoria Island, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 08:48:32 +0000 2020	1234762571225456641	1234762571225456641	This travel bags is just too pretty. Price 8k IG emdee_collections WhatsApp 08134118395#LOML #Whatsapp… https://t.co/zkmOgw9SGU	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '0065f09a6666479e', 'url': 'https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json', 'place_type': 'city', 'name': 'Ibadan', 'full_name': 'Ibadan, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]}, 'attributes': {}}	None	1105367959038558208	1105367959038558208	Urban Wardrobe Doctor	emdee_mr	None	Realist||B,A English and International studies ||The Inquisitive Type|| Post Structuralist||The third International theory||Building a conscious society||	0065f09a6666479e	https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json	city	Ibadan	Ibadan, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]	NULL	NULL	NULL	NULL	en
Tue Mar 03 08:43:32 +0000 2020	1234761311634022400	1234761311634022400	Just imagine this Casio in your wrist Price 4k IG emdee_collections WhatsApp 08134118395#LOML #Whatsapp… https://t.co/RuAXJXl0lK	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '0065f09a6666479e', 'url': 'https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json', 'place_type': 'city', 'name': 'Ibadan', 'full_name': 'Ibadan, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]}, 'attributes': {}}	None	1105367959038558208	1105367959038558208	Urban Wardrobe Doctor	emdee_mr	None	Realist||B,A English and International studies ||The Inquisitive Type|| Post Structuralist||The third International theory||Building a conscious society||	0065f09a6666479e	https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json	city	Ibadan	Ibadan, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]	NULL	NULL	NULL	NULL	en
